# t (s)	mx ()	my ()	mz ()	B_extx (T)	B_exty (T)	B_extz (T)
0	0.9661449	3.6263373e-08	-1.7204483e-11	0.071	0	0
0	0.9666417	3.2945536e-08	1.5767816e-10	0.072	0	0
0	0.967129	3.160676e-08	-7.535644e-11	0.07300001	0	0
0	0.96760714	3.0908268e-08	-6.631956e-11	0.074	0	0
0	0.96807617	3.3003744e-08	-7.946997e-11	0.074999996	0	0
0	0.9685365	3.1781383e-08	3.689142e-11	0.076	0	0
0	0.9689882	3.6496203e-08	-8.4193486e-11	0.077	0	0
0	0.9694317	3.0675437e-08	3.6279528e-11	0.078	0	0
0	0.969867	3.085006e-08	2.730891e-11	0.079	0	0
0	0.97029454	2.7765054e-08	8.685335e-11	0.07999999	0	0
0	0.97071445	2.9045623e-08	-3.4786576e-11	0.081	0	0
0	0.9711269	3.0035153e-08	-9.265695e-11	0.08200001	0	0
0	0.971532	2.73576e-08	-1.3474348e-10	0.083	0	0
0	0.97193	2.4912879e-08	-5.3086126e-11	0.084	0	0
0	0.9723212	2.5902409e-08	-6.3521202e-12	0.08499999	0	0
0	0.97270566	2.5320332e-08	-4.238483e-11	0.08600001	0	0
0	0.97308344	2.2584572e-08	5.1389726e-11	0.087000005	0	0
0	0.97345495	2.3865141e-08	3.6403974e-11	0.088	0	0
0	0.97382015	1.891749e-08	5.1013527e-11	0.088999994	0	0
0	0.97417927	1.9557774e-08	1.0160071e-10	0.09	0	0
0	0.9745325	1.7345883e-08	-1.1102147e-10	0.091000006	0	0
0	0.97487986	2.0954758e-08	1.1099026e-10	0.092	0	0
0	0.9752216	2.287561e-08	5.450211e-11	0.093	0	0
0	0.9755578	2.3283064e-08	3.3892333e-13	0.09399999	0	0
0	0.9758886	1.9557774e-08	1.6163051e-10	0.095	0	0
0	0.97621405	1.839362e-08	1.1383569e-10	0.09600001	0	0
0	0.9765344	2.1769665e-08	-5.0211536e-12	0.097	0	0
0	0.97684973	1.7811544e-08	4.555796e-11	0.098	0	0
0	0.9771601	1.8218998e-08	2.1787213e-11	0.09899999	0	0
0	0.9774657	1.6472768e-08	1.7005367e-10	0.10000001	0	0
0	0.9771601	1.7578714e-08	-6.3190855e-11	0.09899999	0	0
0	0.9768498	1.5716068e-08	2.9798608e-11	0.098	0	0
0	0.97653455	1.7869752e-08	-8.3937905e-11	0.097	0	0
0	0.9762142	1.2631062e-08	1.2486007e-10	0.09600001	0	0
0	0.9758886	1.6589183e-08	7.163354e-11	0.095	0	0
0	0.9755578	1.6065314e-08	-7.36378e-12	0.09399999	0	0
0	0.9752216	1.6065314e-08	-3.416016e-11	0.093	0	0
0	0.97488	1.5250407e-08	-2.5341191e-11	0.092	0	0
0	0.9745325	1.5948899e-08	-7.00589e-11	0.091000006	0	0
0	0.9741794	1.693843e-08	8.393415e-11	0.09	0	0
0	0.97382027	1.8568244e-08	-7.525352e-12	0.088999994	0	0
0	0.973455	2.0081643e-08	-3.1008595e-11	0.088	0	0
0	0.9730835	1.816079e-08	-4.5408743e-11	0.087000005	0	0
0	0.9727057	2.2817403e-08	-1.01100114e-10	0.08600001	0	0
0	0.9723212	2.264278e-08	-1.1163842e-10	0.08499999	0	0
0	0.97193015	2.142042e-08	-9.6548894e-11	0.084	0	0
0	0.9715321	2.3341272e-08	-6.090986e-11	0.083	0	0
0	0.9711269	2.438901e-08	-1.2274515e-11	0.08200001	0	0
0	0.97071457	2.4796464e-08	1.1272e-10	0.081	0	0
0	0.97029465	2.2118911e-08	9.177581e-11	0.07999999	0	0
0	0.9698672	2.1478627e-08	8.0482836e-11	0.079	0	0
0	0.9694318	2.9336661e-08	1.2188115e-11	0.078	0	0
0	0.9689883	3.0442607e-08	-2.0904597e-11	0.077	0	0
0	0.9685366	2.9453076e-08	-9.1265856e-11	0.076	0	0
0	0.9680762	2.7182978e-08	-2.2132482e-11	0.074999996	0	0
0	0.9676072	3.1548552e-08	-1.2318335e-10	0.074	0	0
0	0.9671291	2.6775524e-08	1.4440255e-10	0.07300001	0	0
0	0.9666418	2.8812792e-08	1.4832738e-10	0.072	0	0
0	0.966145	2.8987415e-08	-5.884744e-11	0.071	0	0
0	0.9656383	3.0035153e-08	-4.055906e-11	0.07	0	0
0	0.9651214	3.0733645e-08	-1.0497515e-10	0.069	0	0
0	0.96459424	2.9802322e-08	-3.8847505e-11	0.06800001	0	0
0	0.9640564	3.5506673e-08	6.13756e-11	0.067	0	0
0	0.9635074	3.0675437e-08	-7.638905e-11	0.06599999	0	0
0	0.96294713	3.1897798e-08	-3.6351703e-11	0.065	0	0
0	0.96237504	3.312016e-08	1.2805611e-10	0.064	0	0
0	0.96179086	3.929017e-08	1.0831247e-10	0.063	0	0
0	0.9611943	3.213063e-08	5.3235163e-11	0.062000003	0	0
0	0.96058494	3.4284312e-08	1.5007541e-10	0.060999997	0	0
0	0.9599621	4.284084e-08	-8.8233094e-11	0.06	0	0
0	0.9593257	3.934838e-08	-1.973084e-10	0.059000008	0	0
0	0.958675	4.2375177e-08	3.075229e-11	0.058	0	0
0	0.9580098	4.1385647e-08	1.03012265e-10	0.057000004	0	0
0	0.9573294	4.9825758e-08	-1.0978733e-10	0.055999998	0	0
0	0.95663327	5.1571988e-08	-8.7828765e-11	0.055000003	0	0
0	0.95592105	4.8836228e-08	-1.234392e-10	0.053999998	0	0
0	0.9551921	4.8603397e-08	-5.325542e-12	0.053	0	0
0	0.9544457	5.3842086e-08	3.0988663e-11	0.051999994	0	0
0	0.95368135	5.7101715e-08	1.01368726e-10	0.051	0	0
0	0.9528984	5.8091246e-08	-1.1558905e-10	0.050000004	0	0
0	0.9520961	5.7101715e-08	1.1652469e-10	0.049	0	0
0	0.9512738	6.711343e-08	1.05675954e-10	0.048000004	0	0
0	0.95043075	6.321352e-08	-1.3284848e-10	0.046999995	0	0
0	0.94956595	6.449409e-08	-1.6901103e-10	0.046	0	0
0	0.94867873	7.1013346e-08	5.384932e-11	0.045	0	0
0	0.94776833	7.788185e-08	9.561396e-11	0.044	0	0
0	0.9468336	7.858034e-08	-3.355323e-12	0.043000005	0	0
0	0.9458736	8.242205e-08	4.39466e-12	0.042	0	0
0	0.94488746	7.939525e-08	5.670439e-11	0.041000005	0	0
0	0.9438738	8.911593e-08	-2.8136224e-10	0.039999995	0	0
0	0.9428316	9.9185854e-08	-8.5882385e-11	0.039	0	0
0	0.94175977	9.773066e-08	-2.7305713e-11	0.038	0	0
0	0.9406567	9.8894816e-08	1.9168124e-11	0.037	0	0
0	0.9395213	1.07917e-07	-7.0654774e-11	0.036	0	0
0	0.9383519	1.16066076e-07	-5.7649552e-11	0.035	0	0
0	0.9371469	1.253211e-07	5.8059512e-11	0.034000006	0	0
0	0.93590474	1.2881355e-07	6.291539e-11	0.032999996	0	0
0	0.9346236	1.4732359e-07	1.625425e-10	0.032	0	0
0	0.9333018	1.4714897e-07	-1.4536788e-10	0.031000001	0	0
0	0.931937	1.6269041e-07	-3.300038e-11	0.03	0	0
0	0.9305271	1.8026913e-07	-2.0093058e-10	0.029	0	0
0	0.9290699	1.9709114e-07	-3.4614013e-11	0.027999999	0	0
0	0.92756265	2.2060703e-07	2.8400591e-11	0.026999999	0	0
0	0.926003	2.4755718e-07	-1.7104812e-10	0.025999997	0	0
0	0.9243876	2.7165515e-07	3.2819508e-11	0.025000002	0	0
0	0.92271394	3.039604e-07	-1.6213997e-10	0.024000002	0	0
0	0.920978	3.3236574e-07	3.8340525e-11	0.023	0	0
0	0.91917694	3.8242433e-07	3.1486695e-11	0.022	0	0
0	0.91730595	4.4412445e-07	-4.4714146e-12	0.021	0	0
0	0.91536134	5.129259e-07	3.9661413e-11	0.019999998	0	0
0	0.91333807	6.4779306e-07	-1.210731e-10	0.019	0	0
0	0.9112313	8.17352e-07	1.2569067e-10	0.018	0	0
0	0.9090353	1.0617077e-06	3.0054734e-10	0.017000003	0	0
0	0.9067439	1.3186364e-06	8.5390674e-11	0.016	0	0
0	0.9043504	1.6090926e-06	-2.1323496e-10	0.015	0	0
0	0.90184784	2.3006578e-06	-7.368049e-11	0.0139999995	0	0
0	0.8992269	3.7736027e-06	-2.4972857e-11	0.012999998	0	0
0	0.82668436	-0.21404602	-1.7085229e-11	0.012000001	0	0
0	0.81552875	-0.218463	-2.1729396e-10	0.011	0	0
0	0.80317473	-0.22260232	7.758259e-11	0.009999999	0	0
0	0.7901144	-0.22642055	-1.0033448e-10	0.009	0	0
0	0.77658606	-0.22993782	-8.863141e-11	0.008	0	0
0	0.7626324	-0.23318928	6.143719e-11	0.0069999998	0	0
0	0.7482277	-0.23621804	-1.4636942e-10	0.0060000005	0	0
0	0.73333	-0.23906898	2.3999844e-11	0.0049999994	0	0
0	0.7178936	-0.24176279	-1.8587865e-10	0.004	0	0
0	0.70186746	-0.24425557	2.0267554e-10	0.0030000003	0	0
0	0.68518364	-0.2463991	-2.2842794e-10	0.002	0	0
0	0.6677268	-0.24794361	5.645684e-11	0.001	0	0
0	0.6472307	-0.23790027	4.6761484e-11	-7.632783e-17	0	0
0	0.62141675	-0.23756318	4.7368554e-11	-0.001	0	0
0	-0.04791594	-0.040659342	6.520398e-11	-0.002	0	0
0	-0.060529873	-0.036544885	7.738454e-11	-0.0030000003	0	0
0	-0.13493282	-0.04059315	9.4673824e-11	-0.004	0	0
0	-0.14745946	-0.036642335	6.618617e-11	-0.0049999994	0	0
0	-0.15857202	-0.032126773	-6.2836236e-11	-0.0060000005	0	0
0	-0.20170623	-0.028606066	7.05187e-11	-0.0069999998	0	0
0	-0.24257322	0.007003635	-9.1575886e-11	-0.008	0	0
0	-0.2565902	0.0036979225	-4.033618e-11	-0.009	0	0
0	-0.35858217	0.0427017	-1.1504353e-11	-0.009999999	0	0
0	-0.39245322	0.044217568	-7.374587e-11	-0.011	0	0
0	-0.40389058	0.042072248	-4.3007153e-11	-0.012000001	0	0
0	-0.43589962	0.04293824	4.5248583e-11	-0.012999998	0	0
0	-0.44351223	0.04190122	-5.922807e-11	-0.0139999995	0	0
0	-0.47469562	0.0409666	-9.374476e-11	-0.015	0	0
0	-0.4813888	0.040064525	1.0204053e-10	-0.016	0	0
0	-0.48948678	0.03794238	6.4683814e-11	-0.017000003	0	0
0	-0.5178786	0.036768034	-2.1701607e-10	-0.018	0	0
0	-0.5244728	0.03512746	-7.5618456e-11	-0.019	0	0
0	-0.53041834	0.033736877	7.4623585e-11	-0.019999998	0	0
0	-0.5584516	0.031192	1.0746079e-10	-0.021	0	0
0	-0.56427133	0.029459205	2.4585706e-10	-0.022	0	0
0	-0.56953675	0.028142989	-2.4601945e-11	-0.023	0	0
0	-0.89413553	0.16774607	1.1056939e-10	-0.024000002	0	0
0	-0.8974486	0.16467196	2.442282e-10	-0.025000002	0	0
0	-0.90058434	0.16168763	9.679449e-11	-0.025999997	0	0
0	-0.90355664	0.15879235	3.5364559e-12	-0.026999999	0	0
0	-0.90637916	0.15598151	5.103952e-11	-0.027999999	0	0
0	-0.9090634	0.15325211	2.2014596e-10	-0.029	0	0
0	-0.9116203	0.15059915	2.431881e-11	-0.03	0	0
0	-0.9140595	0.14801866	-3.827408e-11	-0.031000001	0	0
0	-0.91638863	0.14550945	5.485281e-11	-0.032	0	0
0	-0.9186165	0.14306559	7.173237e-11	-0.032999996	0	0
0	-0.9207495	0.14068516	-1.8834684e-11	-0.034000006	0	0
0	-0.9227942	0.13836437	-8.030937e-12	-0.035	0	0
0	-0.9247557	0.13610183	3.1297985e-11	-0.036	0	0
0	-0.9266401	0.13389277	1.1508308e-11	-0.037	0	0
0	-0.928452	0.13173543	4.0074766e-10	-0.038	0	0
0	-0.9301962	0.12962548	1.4237475e-10	-0.039	0	0
0	-0.93187636	0.12756272	4.3442194e-12	-0.039999995	0	0
0	-0.9334967	0.12554225	-1.5744064e-10	-0.041000005	0	0
0	-0.9350613	0.12356049	-1.614715e-10	-0.042	0	0
0	-0.93657357	0.12161392	-2.2838668e-11	-0.043000005	0	0
0	-0.9380371	0.11969869	8.632797e-11	-0.044	0	0
0	-0.9394555	0.117809065	4.675587e-11	-0.045	0	0
0	-0.9408329	0.115937635	-9.7807915e-11	-0.046	0	0
0	-0.9421741	0.1140735	9.4704154e-11	-0.046999995	0	0
0	-0.9434855	0.1121975	-9.932851e-12	-0.048000004	0	0
0	-0.944779	0.11026984	1.3728473e-10	-0.049	0	0
0	-0.9460883	0.10816237	4.3698364e-11	-0.050000004	0	0
0	-0.9536813	7.0247916e-06	5.667402e-11	-0.051	0	0
0	-0.95444554	6.0790917e-06	5.4282044e-11	-0.051999994	0	0
0	-0.9551919	5.3418335e-06	-2.9829077e-11	-0.053	0	0
0	-0.95592093	4.649337e-06	-1.1538721e-12	-0.053999998	0	0
0	-0.95663315	4.0546292e-06	1.2073653e-10	-0.055000003	0	0
0	-0.9573292	3.5223202e-06	3.8592803e-11	-0.055999998	0	0
0	-0.9580096	3.053865e-06	-2.490775e-11	-0.057000004	0	0
0	-0.95867485	2.637913e-06	-1.0405564e-10	-0.058	0	0
0	-0.9593255	2.2734166e-06	2.2831224e-10	-0.059000008	0	0
0	-0.95996195	1.9816798e-06	1.0405652e-10	-0.06	0	0
0	-0.96058476	1.7134007e-06	-1.2366384e-10	-0.060999997	0	0
0	-0.96119416	1.4680554e-06	1.8366638e-11	-0.062000003	0	0
0	-0.9617908	1.2474484e-06	-6.0802835e-11	-0.063	0	0
0	-0.96237487	1.0631047e-06	-4.451519e-11	-0.064	0	0
0	-0.96294695	9.1746915e-07	-7.6998054e-11	-0.065	0	0
0	-0.9635073	7.8300945e-07	-6.557481e-11	-0.06599999	0	0
0	-0.96405625	6.7043584e-07	-5.2084823e-11	-0.067	0	0
0	-0.9645941	5.7183206e-07	1.7396756e-10	-0.06800001	0	0
0	-0.96512127	4.7613867e-07	2.2008993e-10	-0.069	0	0
0	-0.96563816	4.0256418e-07	-1.1778731e-10	-0.07	0	0
0	-0.96614486	3.4394907e-07	-1.7807823e-11	-0.071	0	0
0	-0.96664166	2.8475188e-07	-2.3207491e-11	-0.072	0	0
0	-0.96712905	2.3993198e-07	-4.9350073e-11	-0.07300001	0	0
0	-0.96760714	2.0256266e-07	4.528057e-11	-0.074	0	0
0	-0.96807617	1.6362173e-07	1.9303559e-10	-0.074999996	0	0
0	-0.96853644	1.3643876e-07	-5.611972e-11	-0.076	0	0
0	-0.9689882	1.1298107e-07	7.1823464e-11	-0.077	0	0
0	-0.96943176	9.3190465e-08	-6.071302e-11	-0.078	0	0
0	-0.9698671	7.858034e-08	-2.0457025e-11	-0.079	0	0
0	-0.97029454	6.495975e-08	6.4552114e-12	-0.07999999	0	0
0	-0.97071445	5.0349627e-08	5.524309e-11	-0.081	0	0
0	-0.97112685	4.3422915e-08	8.309846e-14	-0.08200001	0	0
0	-0.971532	3.1490345e-08	1.5259337e-10	-0.083	0	0
0	-0.97193	2.788147e-08	7.489759e-11	-0.084	0	0
0	-0.97232115	1.3329554e-08	1.1036355e-11	-0.08499999	0	0
0	-0.97270566	7.9744495e-09	-3.0226443e-11	-0.08600001	0	0
0	-0.97308344	6.2282197e-09	7.07259e-11	-0.087000005	0	0
0	-0.973455	-2.1536835e-09	6.111105e-11	-0.088	0	0
0	-0.97382027	-1.1059456e-09	-5.6242115e-11	-0.088999994	0	0
0	-0.97417927	-6.170012e-09	-6.303449e-11	-0.09	0	0
0	-0.97453254	-4.598405e-09	2.7467396e-11	-0.091000006	0	0
0	-0.97487986	-7.566996e-09	-1.1262603e-10	-0.092	0	0
0	-0.9752216	-1.1292286e-08	-5.3338934e-11	-0.093	0	0
0	-0.9755578	-1.2631062e-08	-1.016031e-12	-0.09399999	0	0
0	-0.9758886	-1.4144462e-08	-1.1017704e-11	-0.095	0	0
0	-0.9762142	-1.5308615e-08	1.4295516e-11	-0.09600001	0	0
0	-0.97653437	-1.7229468e-08	3.0212603e-11	-0.097	0	0
0	-0.97684973	-1.4726538e-08	-1.03889355e-10	-0.098	0	0
0	-0.97716004	-1.5308615e-08	9.866205e-11	-0.09899999	0	0
0	-0.9774656	-1.1990778e-08	-1.3101756e-10	-0.10000001	0	0
0	-0.97716016	-1.5890691e-08	1.2210748e-10	-0.09899999	0	0
0	-0.9768498	-1.5133992e-08	-2.0816203e-11	-0.098	0	0
0	-0.97653455	-1.6647391e-08	2.817709e-11	-0.097	0	0
0	-0.9762142	-1.19325705e-08	-9.285574e-11	-0.09600001	0	0
0	-0.9758886	-1.7695129e-08	-4.837601e-11	-0.095	0	0
0	-0.9755579	-1.7578714e-08	8.955996e-11	-0.09399999	0	0
0	-0.97522163	-1.6472768e-08	4.036747e-11	-0.093	0	0
0	-0.97488	-1.5483238e-08	-8.730797e-12	-0.092	0	0
0	-0.97453254	-1.4784746e-08	1.460729e-10	-0.091000006	0	0
0	-0.9741794	-1.542503e-08	-7.611788e-11	-0.09	0	0
0	-0.9738202	-1.9324943e-08	-3.451728e-11	-0.088999994	0	0
0	-0.9734551	-2.1187589e-08	6.82595e-11	-0.088	0	0
0	-0.9730835	-1.792796e-08	1.35259755e-11	-0.087000005	0	0
0	-0.9727057	-2.3050234e-08	7.16208e-11	-0.08600001	0	0
0	-0.9723213	-1.9965228e-08	7.600734e-11	-0.08499999	0	0
0	-0.9719301	-2.0372681e-08	1.3734551e-10	-0.084	0	0
0	-0.97153205	-2.3341272e-08	6.163135e-11	-0.083	0	0
0	-0.9711269	-2.4097972e-08	8.857304e-11	-0.08200001	0	0
0	-0.97071457	-2.3690518e-08	-1.2995613e-10	-0.081	0	0
0	-0.97029465	-2.240995e-08	-3.276049e-11	-0.07999999	0	0
0	-0.96986717	-2.4039764e-08	-8.4251885e-12	-0.079	0	0
0	-0.9694318	-2.8871e-08	-7.275886e-11	-0.078	0	0
0	-0.96898836	-3.0791853e-08	6.5899446e-11	-0.077	0	0
0	-0.96853656	-2.9569492e-08	2.1430974e-10	-0.076	0	0
0	-0.9680762	-2.9569492e-08	-2.3156038e-11	-0.074999996	0	0
0	-0.9676072	-2.9220246e-08	4.6002965e-11	-0.074	0	0
0	-0.96712923	-3.061723e-08	-1.4388296e-10	-0.07300001	0	0
0	-0.96664184	-2.9394869e-08	-8.751525e-11	-0.072	0	0
0	-0.966145	-2.9744115e-08	4.5856305e-12	-0.071	0	0
0	-0.9656382	-2.9045623e-08	-8.719024e-11	-0.07	0	0
0	-0.9651214	-3.2421667e-08	1.2507695e-10	-0.069	0	0
0	-0.96459424	-2.9685907e-08	8.566868e-11	-0.06800001	0	0
0	-0.9640564	-3.7020072e-08	-1.003337e-10	-0.067	0	0
0	-0.9635075	-3.358582e-08	-5.654053e-11	-0.06599999	0	0
0	-0.9629471	-3.632158e-08	-6.3923346e-11	-0.065	0	0
0	-0.96237504	-3.3527613e-08	-5.026176e-11	-0.064	0	0
0	-0.96179086	-3.958121e-08	-1.5083516e-10	-0.063	0	0
0	-0.96119434	-3.3411197e-08	4.721382e-11	-0.062000003	0	0
0	-0.9605849	-3.1490345e-08	-6.1970524e-12	-0.060999997	0	0
0	-0.9599621	-3.678724e-08	6.785847e-11	-0.06	0	0
0	-0.95932555	-3.6205165e-08	1.5495824e-10	-0.059000008	0	0
0	-0.95867497	-3.707828e-08	-8.634469e-11	-0.058	0	0
0	-0.9580098	-3.9872248e-08	-2.8803914e-11	-0.057000004	0	0
0	-0.9573294	-4.1676685e-08	1.14095e-10	-0.055999998	0	0
0	-0.9566333	-4.8370566e-08	4.4759627e-11	-0.055000003	0	0
0	-0.95592105	-5.2619725e-08	-4.252713e-11	-0.053999998	0	0
0	-0.95519197	-4.7148205e-08	4.5441758e-11	-0.053	0	0
0	-0.9544457	-5.39585e-08	2.245272e-10	-0.051999994	0	0
0	-0.95368135	-5.3143594e-08	-3.36549e-11	-0.051	0	0
0	-0.9528984	-5.7742e-08	4.9132767e-11	-0.050000004	0	0
0	-0.952096	-5.2561518e-08	7.3999695e-11	-0.049	0	0
0	-0.95127386	-6.315531e-08	-1.5712226e-10	-0.048000004	0	0
0	-0.9504307	-6.437767e-08	9.193798e-11	-0.046999995	0	0
0	-0.94956595	-6.548362e-08	1.1793144e-10	-0.046	0	0
0	-0.94867873	-7.264316e-08	4.1888482e-11	-0.045	0	0
0	-0.94776833	-7.991912e-08	5.9063344e-12	-0.044	0	0
0	-0.94683367	-7.7532604e-08	-2.301754e-11	-0.043000005	0	0
0	-0.94587374	-7.689232e-08	-2.0720613e-11	-0.042	0	0
0	-0.94488746	-8.28295e-08	7.028554e-11	-0.041000005	0	0
0	-0.9438737	-8.2247425e-08	4.4008158e-11	-0.039999995	0	0
0	-0.9428317	-8.8708475e-08	2.6526024e-11	-0.039	0	0
0	-0.94175977	-9.5169526e-08	-2.2064392e-11	-0.038	0	0
0	-0.9406568	-9.9942554e-08	7.35259e-11	-0.037	0	0
0	-0.93952125	-1.0576332e-07	-1.3078555e-10	-0.036	0	0
0	-0.9383517	-1.1449447e-07	7.231221e-11	-0.035	0	0
0	-0.93714696	-1.2206146e-07	-6.260098e-11	-0.034000006	0	0
0	-0.93590486	-1.2625242e-07	-1.6032224e-11	-0.032999996	0	0
0	-0.9346236	-1.3958197e-07	-2.7991956e-11	-0.032	0	0
0	-0.93330187	-1.4703255e-07	2.930431e-11	-0.031000001	0	0
0	-0.9319369	-1.6327249e-07	8.989863e-11	-0.03	0	0
0	-0.93052703	-1.8125866e-07	1.1787128e-10	-0.029	0	0
0	-0.92906964	-1.9196887e-07	-4.060186e-12	-0.027999999	0	0
0	-0.92756265	-2.1402957e-07	-3.380281e-11	-0.026999999	0	0
0	-0.926003	-2.4255132e-07	1.5348145e-10	-0.025999997	0	0
0	-0.92438745	-2.6484486e-07	-4.3669512e-11	-0.025000002	0	0
0	-0.9227139	-3.0454248e-07	1.4219426e-10	-0.024000002	0	0
0	-0.9209781	-3.4779077e-07	-1.9477438e-10	-0.023	0	0
0	-0.9191766	-3.8166763e-07	-1.4186333e-11	-0.022	0	0
0	-0.91730607	-4.5471825e-07	-1.3127151e-10	-0.021	0	0
0	-0.9153613	-5.5436976e-07	2.4163224e-10	-0.019999998	0	0
0	-0.9133382	-6.767805e-07	8.1824075e-11	-0.019	0	0
0	-0.9112314	-8.442439e-07	-2.031682e-11	-0.018	0	0
0	-0.90903527	-1.0505319e-06	1.3318867e-10	-0.017000003	0	0
0	-0.9067441	-1.4030957e-06	-1.5882284e-10	-0.016	0	0
0	-0.9043507	-1.9574072e-06	2.7609276e-10	-0.015	0	0
0	-0.9018479	-2.713292e-06	8.93455e-11	-0.0139999995	0	0
0	-0.8363079	0.20950273	-2.4475394e-11	-0.012999998	0	0
0	-0.82668644	0.2140426	-2.949601e-11	-0.012000001	0	0
0	-0.81552875	0.2184631	-4.8174242e-12	-0.011	0	0
